Results_Name,VSPAERO_History
Results_Timestamp,1697554839
Results_Date,10,17,2023
Results_Time,17,0,39
Alpha,-2.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00
CDi,-3.542310760999999898e-03
CDo,1.111203736500000067e-02
CDt,6.507498211999999602e-03
CDtot,7.569726603999999900e-03
CDtott,1.761953557699999853e-02
CFx,8.040354100000000242e-04
CFxi,-1.031433836600000042e-02
CFxo,1.111837377599999947e-02
CFy,-5.770846900000000003e-05
CFyi,-5.798769800000000169e-05
CFyo,2.792279999999999907e-07
CFz,-1.938761767459999952e-01
CFzi,-1.938636664670000120e-01
CFzo,-1.251027799999999928e-05
CL,-1.937300121860000002e-01
CLi,-1.941055351779999993e-01
CLo,3.755229909999999844e-04
CMx,-1.463227020000000132e-04
CMxi,-1.464225439999999965e-04
CMxo,9.984200000000000160e-08
CMy,2.248202871120000002e-01
CMyi,2.155371730789999996e-01
CMyo,9.283114033000000598e-03
CMz,-1.685531600000000151e-05
CMzi,-1.677277199999999981e-05
CMzo,-8.254400000000000116e-08
CS,-5.770846900000000003e-05
CSi,-5.798769800000000169e-05
CSo,2.792279999999999907e-07
E,-2.957768727249999730e-01
FC_AoA_,-2.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.999500000000000099e+01
FC_Cref_,2.620436999999999905e+00
FC_Mach_,5.000000000000000000e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.520000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,7.859999999999999432e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,7.079999999999999627e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-2.000000000000000000e+00
L/D,-2.564234421260000119e+01
Mach,5.000000000000000000e-01
T/QS,6.263490596600000682e-02
WakeIter,1
Results_Name,VSPAERO_History
Results_Timestamp,1697554839
Results_Date,10,17,2023
Results_Time,17,0,39
Alpha,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00
CDi,-5.167742938999999626e-03
CDo,1.098240818400000006e-02
CDt,4.918181861000000231e-03
CDtot,5.814665245000000433e-03
CDtott,1.590059004499999942e-02
CFx,5.814665245000000433e-03
CFxi,-5.167742938999999626e-03
CFxo,1.098240818400000006e-02
CFy,-4.162723000000000395e-06
CFyi,-4.219371999999999859e-06
CFyo,5.664899999999999990e-08
CFz,3.356634080899999900e-02
CFzi,3.354796908600000266e-02
CFzo,1.837172199999999913e-05
CL,3.356634080899999900e-02
CLi,3.354796908600000266e-02
CLo,1.837172199999999913e-05
CMx,-6.574651000000000048e-06
CMxi,-6.580802999999999612e-06
CMxo,6.152000000000000262e-09
CMy,8.340039355400000187e-02
CMyi,7.439341369499999357e-02
CMyo,9.006979858999999630e-03
CMz,-5.162049999999999561e-07
CMzi,-5.660940000000000132e-07
CMzo,4.988800000000000309e-08
CS,-4.162723000000000395e-06
CSi,-4.219371999999999859e-06
CSo,5.664899999999999990e-08
E,-6.056289085000000384e-03
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.999500000000000099e+01
FC_Cref_,2.620436999999999905e+00
FC_Mach_,5.000000000000000000e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.520000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,7.859999999999999432e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,7.079999999999999627e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-2.000000000000000000e+00
L/D,5.769544363179999635e+00
Mach,5.000000000000000000e-01
T/QS,6.263490596600000682e-02
WakeIter,1
Results_Name,VSPAERO_History
Results_Timestamp,1697554839
Results_Date,10,17,2023
Results_Time,17,0,39
Alpha,2.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00
CDi,-2.776547284000000036e-03
CDo,1.135477871200000002e-02
CDt,6.229814376999999979e-03
CDtot,8.578231428000000422e-03
CDtott,1.758459308900000087e-02
CFx,-1.034097688999999947e-03
CFxi,-1.239420002499999965e-02
CFxo,1.136010233600000079e-02
CFy,1.808084500000000120e-05
CFyi,1.817279300000000075e-05
CFyo,-9.194799999999999722e-08
CFz,2.754108248230000000e-01
CFzi,2.753650750700000205e-01
CFzo,4.574975299999999836e-05
CL,2.752791414790000113e-01
CLi,2.756298814490000249e-01
CLo,-3.507399710000000002e-04
CMx,9.117917200000000624e-05
CMxi,9.125108899999999433e-05
CMxo,-7.191699999999999474e-08
CMy,-1.374108035109999904e-01
CMyi,-1.465140681700000114e-01
CMyo,9.103264659000000203e-03
CMz,6.786440999999999591e-06
CMzi,7.145845000000000021e-06
CMzo,-3.594040000000000067e-07
CS,1.808084500000000120e-05
CSi,1.817279300000000075e-05
CSo,-9.194799999999999722e-08
E,-7.608911871100000335e-01
FC_AoA_,2.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.999500000000000099e+01
FC_Cref_,2.620436999999999905e+00
FC_Mach_,5.000000000000000000e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.520000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,7.859999999999999432e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,7.079999999999999627e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-2.000000000000000000e+00
L/D,3.213131794863900126e+01
Mach,5.000000000000000000e-01
T/QS,6.263490596600000682e-02
WakeIter,1
Results_Name,VSPAERO_History
Results_Timestamp,1697554839
Results_Date,10,17,2023
Results_Time,17,0,39
Alpha,4.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00
CDi,4.278091607000000102e-03
CDo,1.228194451699999960e-02
CDt,1.245768658199999934e-02
CDtot,1.656003612299999928e-02
CDtott,2.473963109900000068e-02
CFx,-2.011117909500000078e-02
CFxi,-3.241819806900000239e-02
CFxo,1.230701897399999988e-02
CFy,2.550532499999999962e-05
CFyi,2.566345300000000062e-05
CFyo,-1.581279999999999982e-07
CFz,5.250010992710000268e-01
CFzi,5.249307857639999852e-01
CFzo,7.031350699999999601e-05
CL,5.251251079159999779e-01
CLi,5.259134599350000494e-01
CLo,-7.883520190000000089e-04
CMx,1.388896250000000009e-04
CMxi,1.389847839999999940e-04
CMxo,-9.515999999999999978e-08
CMy,-4.440007493329999888e-01
CMyi,-4.535980533289999950e-01
CMyo,9.597303995999999227e-03
CMz,1.078567999999999937e-05
CMzi,1.170977699999999968e-05
CMzo,-9.240980000000000206e-07
CS,2.550532499999999962e-05
CSi,2.566345300000000062e-05
CSo,-1.581279999999999982e-07
E,1.797850285435000028e+00
FC_AoA_,4.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,2.999500000000000099e+01
FC_Cref_,2.620436999999999905e+00
FC_Mach_,5.000000000000000000e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.520000000000000000e+07
FC_Rho_,2.377000000000000206e-03
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,7.859999999999999432e+01
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,7.079999999999999627e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,-2.000000000000000000e+00
L/D,3.175798989927200111e+01
Mach,5.000000000000000000e-01
T/QS,6.263490596600000682e-02
WakeIter,1
Results_Name,VSPAERO_History
Results_Timestamp,1697554839
Results_Date,10,17,2023
Results_Time,17,0,39
Alpha,6.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00
